User_ID,Role,Region,Lead_Source,CRM_Action,Daily_Logins,Failed_Logins,Access_Hour,Device_Type,Data_Sensitivity,Policy_Compliance_Score,Anomaly_Score,Permission_Granted,Governance_Score,Access_Decision
28010,Sales Rep,North,Email,EditLead,3,1,15,Managed,1,99.57,0.06,False,55.35,Block
28011,Support,West,Web,ViewLead,4,0,17,Managed,5,100.0,0.184,True,60.39,Review
28012,Admin,West,Referral,CreateOpportunity,10,0,7,BYOD,5,79.61,0.289,True,50.65,Block
28013,Sales Rep,East,Partner,CreateOpportunity,6,1,15,Managed,3,86.28,0.028,True,59.49,Review
28014,Sales Rep,North,Partner,CreateOpportunity,5,0,11,Managed,4,76.03,0.287,True,50.43,Block
28015,Sales Rep,North,Referral,EditLead,3,0,12,Managed,4,73.77,0.092,False,44.53,Block
28016,Sales Rep,North,Referral,CreateOpportunity,7,0,15,Managed,5,71.5,0.485,True,42.89,Block
28017,Sales Rep,East,Web,EditLead,6,1,13,Managed,2,86.5,0.165,False,47.16,Block
28018,Admin,North,Campaign,ApproveDiscount,7,0,7,Managed,2,96.69,0.247,True,60.66,Review
28019,Manager,West,Email,ApproveDiscount,9,1,6,Managed,3,82.66,0.128,True,55.74,Block
28020,Manager,East,Partner,CreateOpportunity,2,0,12,Managed,4,71.2,0.087,True,53.75,Block
28021,Sales Rep,West,Campaign,EditLead,10,1,19,Managed,5,80.25,0.081,False,44.06,Block
28022,Support,West,Partner,CreateOpportunity,7,0,13,Managed,1,92.99,0.191,True,61.77,Review
28023,Sales Rep,North,Partner,EditLead,8,0,12,Managed,1,78.74,0.105,False,48.93,Block
28024,Sales Rep,South,Referral,CreateOpportunity,5,0,6,Managed,3,86.38,0.083,True,60.14,Review
28025,Manager,East,Referral,EditLead,2,0,10,BYOD,2,83.28,0.136,True,58.74,Review
28026,Support,West,Partner,CreateOpportunity,9,1,22,Managed,2,72.82,0.051,True,55.22,Block
28027,Sales Rep,North,Web,ExportCRM,4,0,22,BYOD,5,88.61,0.412,False,40.72,Block
28028,Manager,North,Campaign,ViewLead,9,0,6,Managed,1,91.04,0.108,True,63.17,Review
28029,Sales Rep,West,Referral,ViewLead,4,1,12,Managed,5,79.66,0.288,True,48.68,Block
28030,Support,West,Web,EditLead,5,0,6,Managed,2,84.29,0.049,False,51.29,Block
28031,Sales Rep,East,Campaign,ViewLead,3,2,11,BYOD,3,79.97,0.41,True,45.74,Block
28032,Support,North,Campaign,ViewLead,4,0,6,Managed,5,75.57,0.129,True,53.23,Block
28033,Sales Rep,West,Email,ViewLead,3,1,15,BYOD,4,86.5,0.376,True,49.86,Block
28034,Manager,West,Referral,CreateOpportunity,8,2,10,Managed,5,77.17,0.249,True,46.79,Block
28035,Sales Rep,West,Partner,CreateOpportunity,8,0,12,Managed,2,80.92,0.172,True,57.03,Block
28036,Analyst,East,Email,EditLead,6,1,21,BYOD,4,98.11,0.304,False,45.73,Block
28037,Sales Rep,West,Partner,ViewLead,4,0,16,Managed,1,75.24,0.166,True,56.19,Block
28038,Sales Rep,North,Partner,CreateOpportunity,7,0,12,Managed,2,84.23,0.514,True,49.63,Block
28039,Admin,North,Referral,ViewLead,5,0,21,Managed,2,85.6,0.095,True,60.59,Review
28040,Analyst,East,Referral,ViewLead,8,2,16,Managed,5,88.53,0.151,True,53.22,Block
28041,Sales Rep,East,Partner,EditLead,4,1,7,Managed,1,85.16,0.314,False,43.97,Block
28042,Sales Rep,East,Web,ExportCRM,14,0,20,Managed,1,71.29,0.102,False,46.4,Block
28043,Support,South,Campaign,ExportCRM,6,0,17,Managed,3,72.46,0.179,False,42.89,Block
28044,Manager,West,Campaign,CreateOpportunity,8,0,17,Managed,2,75.84,0.257,True,53.11,Block
28045,Analyst,North,Partner,ApproveDiscount,5,1,10,Managed,5,56.45,0.223,False,32.19,Block
28046,Support,South,Partner,ViewLead,8,0,17,Managed,5,88.32,0.282,True,53.86,Block
28047,Sales Rep,West,Email,ApproveDiscount,5,2,9,Managed,3,89.5,0.137,False,45.89,Block
28048,Manager,North,Partner,CreateOpportunity,11,1,17,BYOD,3,77.54,0.432,True,46.34,Block
28049,Sales Rep,East,Partner,ViewLead,7,0,10,BYOD,2,70.48,0.537,True,44.25,Block
28050,Manager,East,Partner,CreateOpportunity,4,0,21,Managed,1,91.81,0.098,True,63.69,Review
28051,Sales Rep,South,Campaign,EditLead,4,0,8,Managed,4,100.0,0.298,False,48.55,Block
28052,Analyst,West,Web,ViewLead,5,0,21,Managed,3,78.12,0.093,True,57.02,Block
28053,Sales Rep,South,Campaign,EditLead,8,0,13,Managed,4,78.11,0.245,False,42.2,Block
28054,Support,South,Partner,EditLead,3,1,10,BYOD,5,80.73,0.473,False,34.42,Block
28055,Sales Rep,South,Email,EditLead,10,0,22,Managed,1,68.76,0.026,False,47.41,Block
28056,Manager,North,Campaign,ApproveDiscount,4,1,6,Managed,4,84.02,0.151,True,54.64,Block
28057,Analyst,East,Referral,CreateOpportunity,8,1,18,BYOD,1,72.17,0.191,True,52.47,Block
28058,Manager,South,Campaign,EditLead,8,0,15,Managed,3,78.84,0.052,True,58.28,Review
28059,Support,South,Campaign,ApproveDiscount,7,0,10,Managed,2,83.52,0.147,False,48.56,Block
28060,Analyst,East,Web,ExportCRM,6,0,18,Managed,5,74.47,0.465,False,34.44,Block
28061,Sales Rep,North,Partner,CreateOpportunity,7,0,15,Managed,5,81.41,0.241,True,52.48,Block
28062,Analyst,South,Campaign,EditLead,7,0,19,BYOD,2,73.89,0.236,False,42.97,Block
28063,Manager,West,Web,ExportCRM,4,0,20,Managed,1,82.01,0.39,True,52.94,Block
28064,Analyst,South,Referral,ExportCRM,5,1,7,BYOD,5,69.87,0.354,False,33.62,Block
28065,Sales Rep,West,Partner,CreateOpportunity,5,0,20,Managed,3,77.65,0.017,True,58.76,Review
28066,Sales Rep,West,Email,ViewLead,6,0,14,Managed,5,88.88,0.174,True,56.77,Block
28067,Sales Rep,West,Partner,ViewLead,7,1,22,BYOD,4,100.0,0.317,True,56.07,Block
28068,Manager,South,Web,ExportCRM,5,0,14,Managed,4,84.39,0.313,True,52.72,Block
28069,Sales Rep,West,Web,CreateOpportunity,3,2,16,BYOD,1,92.12,0.135,True,58.86,Review
28070,Support,East,Referral,EditLead,8,1,16,Managed,1,76.03,0.064,False,47.02,Block
28071,Sales Rep,South,Email,CreateOpportunity,4,0,22,Managed,3,71.17,0.042,True,55.87,Block
28072,Support,North,Web,ViewLead,6,0,8,Managed,4,77.53,0.204,True,53.03,Block
28073,Sales Rep,East,Email,ViewLead,3,0,20,BYOD,4,85.04,0.223,True,55.19,Block
28074,Sales Rep,South,Web,ViewLead,4,2,22,Managed,2,87.58,0.038,True,58.7,Review
28075,Support,North,Web,ViewLead,2,0,21,BYOD,5,88.7,0.248,True,54.86,Block
28076,Analyst,North,Email,ViewLead,10,0,15,BYOD,1,82.86,0.304,True,55.39,Block
28077,Manager,East,Web,ApproveDiscount,4,0,12,Managed,5,82.22,0.315,True,50.91,Block
28078,Sales Rep,West,Referral,ViewLead,8,0,22,Managed,1,73.39,0.182,True,55.13,Block
28079,Manager,West,Partner,ViewLead,3,0,21,Managed,1,70.91,0.19,True,54.07,Block
28080,Manager,North,Partner,ViewLead,5,0,7,BYOD,4,64.22,0.363,True,44.41,Block
28081,Sales Rep,South,Web,CreateOpportunity,5,0,17,BYOD,2,71.05,0.424,True,47.27,Block
28082,Support,West,Partner,EditLead,7,0,7,Managed,1,89.04,0.446,False,44.01,Block
28083,Analyst,North,Web,EditLead,5,0,22,BYOD,5,69.18,0.277,False,37.28,Block
28084,Sales Rep,West,Partner,DeleteLead,6,0,17,Managed,1,71.41,0.261,False,42.46,Block
28085,Manager,West,Campaign,EditLead,9,0,18,BYOD,5,61.39,0.137,True,48.07,Block
28086,Support,South,Partner,ViewLead,15,3,13,BYOD,1,83.85,0.157,True,53.42,Block
28087,Manager,West,Partner,DeleteLead,8,0,9,Managed,1,80.85,0.08,False,50.29,Block
28088,Admin,South,Email,ViewLead,13,1,9,BYOD,3,79.37,0.174,True,53.42,Block
28089,Support,East,Email,CreateOpportunity,5,0,10,Managed,2,70.5,0.159,True,53.71,Block
28090,Manager,East,Web,ViewLead,6,0,20,Managed,1,94.06,0.227,True,61.26,Review
28091,Admin,South,Referral,CreateOpportunity,5,0,16,Managed,5,80.64,0.067,True,56.55,Block
28092,Admin,West,Web,ExportCRM,6,2,8,BYOD,3,82.56,0.4,True,46.9,Block
28093,Sales Rep,West,Email,EditLead,3,1,6,Managed,4,78.51,0.15,False,42.72,Block
28094,Admin,North,Email,ViewLead,7,0,8,Managed,5,85.29,0.127,True,56.67,Block
28095,Admin,East,Partner,CreateOpportunity,5,2,22,Managed,5,64.36,0.455,True,37.15,Block
28096,Manager,West,Campaign,ViewLead,11,0,16,Managed,1,95.52,0.073,True,65.6,Review
28097,Sales Rep,West,Campaign,ExportCRM,8,2,13,Managed,3,74.27,0.046,False,42.85,Block
28098,Support,North,Email,ViewLead,8,1,11,Managed,4,100.0,0.291,True,56.72,Block
28099,Analyst,South,Email,ViewLead,3,1,13,Managed,2,87.56,0.062,True,60.09,Review
28100,Admin,North,Partner,CreateOpportunity,8,1,10,BYOD,1,74.03,0.275,True,51.04,Block
28101,Support,East,Campaign,ExportCRM,5,0,21,Managed,1,69.68,0.135,False,45.02,Block
28102,Sales Rep,West,Campaign,ViewLead,7,2,14,Managed,5,78.08,0.117,True,50.41,Block
28103,Sales Rep,West,Web,CreateOpportunity,9,2,19,BYOD,5,75.13,0.428,True,41.59,Block
28104,Analyst,North,Partner,EditLead,8,0,15,Managed,1,94.23,0.212,False,51.67,Block
28105,Sales Rep,East,Campaign,EditLead,2,1,6,Managed,1,78.07,0.145,False,45.69,Block
28106,Support,South,Partner,EditLead,7,0,17,Managed,4,61.81,0.074,False,40.79,Block
28107,Sales Rep,West,Partner,ViewLead,9,0,22,Managed,3,79.53,0.092,True,57.53,Block
28108,Analyst,South,Campaign,ViewLead,3,1,12,BYOD,3,92.67,0.256,True,56.04,Block
28109,Support,North,Referral,ApproveDiscount,7,0,8,Managed,4,72.86,0.127,False,43.33,Block
28110,Sales Rep,South,Referral,ViewLead,3,0,7,Managed,5,75.01,0.138,True,52.79,Block
28111,Sales Rep,West,Campaign,ViewLead,7,1,11,Managed,4,56.23,0.236,True,42.79,Block
28112,Manager,West,Web,ViewLead,8,1,6,Managed,3,83.21,0.279,True,52.16,Block
28113,Manager,West,Email,ViewLead,8,0,15,Managed,1,82.46,0.181,True,58.35,Review
28114,Support,East,Campaign,EditLead,3,0,10,BYOD,4,77.11,0.128,False,44.79,Block
28115,Sales Rep,South,Web,CreateOpportunity,6,1,8,Managed,5,100.0,0.041,True,61.98,Review
28116,Sales Rep,South,Email,ViewLead,6,0,19,Managed,2,60.14,0.148,True,50.34,Block
28117,Sales Rep,North,Partner,CreateOpportunity,10,1,22,Managed,3,98.91,0.125,True,61.5,Review
28118,Support,North,Email,ViewLead,7,0,14,BYOD,2,80.0,0.261,True,54.48,Block
28119,Sales Rep,North,Referral,ViewLead,7,0,18,Managed,2,95.58,0.175,True,62.08,Review
28120,Sales Rep,West,Campaign,ViewLead,11,0,12,Managed,3,92.67,0.264,True,57.84,Block
28121,Analyst,East,Email,ViewLead,6,0,20,Managed,4,82.66,0.249,True,53.72,Block
28122,Sales Rep,West,Referral,ViewLead,4,0,7,Managed,4,73.2,0.179,True,52.15,Block
28123,Support,South,Email,CreateOpportunity,12,2,12,BYOD,3,72.48,0.124,True,50.28,Block
28124,Sales Rep,North,Email,CreateOpportunity,11,0,10,Managed,3,77.93,0.16,True,55.26,Block
28125,Sales Rep,South,Partner,ViewLead,8,0,19,Managed,3,72.71,0.159,True,53.47,Block
28126,Manager,West,Web,CreateOpportunity,8,0,19,Managed,5,100.0,0.066,True,63.34,Review
28127,Manager,East,Campaign,ViewLead,7,1,10,Managed,5,81.23,0.093,True,54.09,Block
28128,Support,East,Referral,ApproveDiscount,6,0,19,Managed,3,90.79,0.205,False,48.66,Block
28129,Sales Rep,South,Partner,CreateOpportunity,4,0,22,Managed,1,92.44,0.008,True,66.16,Review
28130,Sales Rep,East,Campaign,CreateOpportunity,5,1,7,Managed,3,85.65,0.184,True,55.39,Block
28131,Sales Rep,East,Campaign,CreateOpportunity,6,0,13,BYOD,5,88.53,0.543,True,47.4,Block
28132,Sales Rep,South,Partner,ApproveDiscount,4,1,9,Managed,1,84.85,0.219,False,46.21,Block
28133,Sales Rep,North,Partner,ViewLead,11,1,19,Managed,4,69.3,0.207,True,48.08,Block
28134,Sales Rep,North,Web,CreateOpportunity,7,3,14,Managed,4,97.6,0.262,True,52.62,Block
28135,Analyst,West,Partner,CreateOpportunity,6,0,12,Managed,3,94.04,0.342,True,56.38,Block
28136,Sales Rep,North,Referral,ViewLead,8,0,14,Managed,4,81.46,0.193,True,54.69,Block
28137,Sales Rep,North,Campaign,ViewLead,4,0,14,BYOD,1,98.13,0.287,True,61.16,Review
28138,Sales Rep,South,Campaign,CreateOpportunity,5,1,19,Managed,1,96.91,0.024,True,65.32,Review
28139,Manager,South,Campaign,ViewLead,7,1,8,Managed,4,65.46,0.141,True,48.39,Block
28140,Sales Rep,East,Referral,ApproveDiscount,7,0,13,BYOD,2,75.34,0.426,False,38.72,Block
28141,Sales Rep,West,Email,CreateOpportunity,10,1,15,Managed,1,75.73,0.186,True,53.87,Block
28142,Sales Rep,East,Partner,ViewLead,9,0,7,BYOD,5,87.59,0.274,True,53.81,Block
28143,Sales Rep,West,Email,CreateOpportunity,7,0,20,Managed,5,69.82,0.266,True,47.79,Block
28144,Manager,East,Referral,EditLead,8,1,10,Managed,1,71.84,0.115,True,54.27,Block
28145,Analyst,East,Web,CreateOpportunity,4,0,19,Managed,5,88.01,0.261,True,54.28,Block
28146,Sales Rep,West,Email,ViewLead,5,0,15,Managed,5,80.29,0.229,True,52.37,Block
28147,Support,East,Web,ViewLead,7,0,22,BYOD,5,83.68,0.253,True,52.97,Block
28148,Sales Rep,East,Email,EditLead,6,0,15,Managed,1,85.43,0.246,False,47.74,Block
28149,Sales Rep,North,Campaign,ExportCRM,9,0,20,Managed,1,81.75,0.189,False,47.88,Block
28150,Support,East,Campaign,EditLead,5,0,16,Managed,5,75.99,0.243,False,40.52,Block
28151,Sales Rep,South,Web,CreateOpportunity,5,0,20,Managed,2,86.5,0.225,True,57.65,Block
28152,Manager,West,Campaign,ViewLead,7,1,13,Managed,2,84.8,0.217,True,55.26,Block
28153,Sales Rep,South,Partner,CreateOpportunity,5,1,21,Managed,3,88.35,0.197,True,55.99,Block
28154,Manager,South,Referral,ViewLead,8,0,20,BYOD,4,94.5,0.287,True,56.91,Block
28155,Sales Rep,East,Web,ApproveDiscount,10,0,20,BYOD,4,100.0,0.341,False,47.47,Block
28156,Support,South,Web,CreateOpportunity,5,1,17,Managed,3,88.94,0.3,True,53.62,Block
28157,Sales Rep,South,Partner,EditLead,6,0,9,Managed,5,72.07,0.298,False,37.77,Block
28158,Analyst,South,Partner,ViewLead,9,1,14,Managed,1,84.23,0.269,True,54.76,Block
28159,Manager,South,Campaign,ViewLead,7,1,16,Managed,5,79.17,0.376,True,46.31,Block
28160,Sales Rep,East,Web,CreateOpportunity,5,0,22,Managed,4,93.58,0.249,True,57.53,Block
28161,Sales Rep,South,Partner,ViewLead,7,0,14,Managed,5,83.09,0.352,True,50.28,Block
28162,Sales Rep,West,Campaign,ViewLead,3,1,7,Managed,1,70.36,0.211,True,51.35,Block
28163,Sales Rep,South,Web,EditLead,6,1,10,Managed,3,83.81,0.052,False,48.04,Block
28164,Support,East,Web,ApproveDiscount,4,0,20,Managed,4,77.67,0.19,False,43.44,Block
28165,Support,North,Partner,EditLead,6,0,22,Managed,5,91.23,0.206,False,46.78,Block
28166,Analyst,West,Campaign,CreateOpportunity,4,0,21,BYOD,5,67.02,0.357,True,44.53,Block
28167,Sales Rep,South,Referral,EditLead,9,0,8,Managed,5,86.98,0.033,False,49.61,Block
28168,Sales Rep,East,Email,CreateOpportunity,12,2,12,Managed,3,67.15,0.117,True,48.59,Block
28169,Sales Rep,West,Referral,ViewLead,5,2,8,BYOD,4,78.28,0.573,True,40.09,Block
28170,Manager,West,Referral,ViewLead,1,0,7,Managed,2,74.41,0.214,True,53.69,Block
28171,Sales Rep,South,Campaign,EditLead,4,2,11,BYOD,2,87.32,0.14,False,46.05,Block
28172,Support,South,Partner,ViewLead,3,2,13,Managed,3,75.2,0.207,True,49.15,Block
28173,Sales Rep,West,Referral,ApproveDiscount,7,0,6,Managed,5,89.2,0.103,False,48.65,Block
28174,Analyst,North,Partner,CreateOpportunity,9,0,6,Managed,4,71.45,0.179,True,51.54,Block
28175,Analyst,East,Web,CreateOpportunity,13,0,16,Managed,5,97.71,0.164,True,60.1,Review
28176,Admin,East,Campaign,ApproveDiscount,8,0,16,Managed,4,87.24,0.493,True,49.21,Block
28177,Analyst,South,Partner,CreateOpportunity,7,0,20,Managed,4,54.52,0.215,True,44.7,Block
28178,Analyst,West,Campaign,ApproveDiscount,6,0,20,Managed,5,88.87,0.161,False,47.07,Block
28179,Support,East,Partner,CreateOpportunity,8,0,7,Managed,5,64.27,0.142,True,48.94,Block
28180,Manager,East,Web,CreateOpportunity,8,1,22,Managed,3,77.45,0.06,True,55.6,Block
28181,Analyst,West,Email,EditLead,4,0,9,Managed,3,100.0,0.222,False,51.44,Block
28182,Sales Rep,South,Partner,DeleteLead,4,1,22,Managed,3,91.3,0.114,False,49.11,Block
28183,Analyst,East,Partner,EditLead,4,0,21,Managed,2,87.57,0.186,False,49.0,Block
28184,Manager,North,Referral,ExportCRM,8,0,19,Managed,5,72.45,0.351,True,46.57,Block
28185,Admin,West,Campaign,EditLead,9,0,10,Managed,3,80.81,0.209,True,55.06,Block
28186,Analyst,North,Partner,ViewLead,5,0,17,BYOD,5,49.43,0.37,True,38.04,Block
28187,Support,East,Referral,ViewLead,4,0,14,BYOD,2,95.36,0.372,True,57.06,Block
28188,Analyst,North,Partner,ExportCRM,5,1,14,Managed,1,70.63,0.111,False,43.94,Block
28189,Manager,South,Partner,CreateOpportunity,4,0,11,Managed,1,74.52,0.06,True,58.59,Review
28190,Manager,East,Email,CreateOpportunity,10,2,22,BYOD,1,83.58,0.382,True,49.71,Block
28191,Sales Rep,East,Campaign,ViewLead,2,1,17,BYOD,2,81.86,0.196,True,54.74,Block
28192,Sales Rep,West,Email,CreateOpportunity,5,0,10,BYOD,4,100.0,0.323,True,57.92,Block
28193,Admin,East,Partner,ViewLead,5,0,9,Managed,5,74.74,0.053,True,54.84,Block
28194,Sales Rep,East,Partner,ViewLead,3,1,10,Managed,1,82.86,0.057,True,59.57,Review
28195,Analyst,South,Partner,ViewLead,5,1,18,BYOD,4,79.42,0.41,True,46.55,Block
28196,Support,North,Email,ViewLead,4,0,14,BYOD,1,84.01,0.124,True,60.3,Review
28197,Admin,South,Web,ViewLead,6,0,11,Managed,1,74.85,0.242,True,54.15,Block
28198,Analyst,East,Referral,ViewLead,5,1,6,BYOD,3,79.66,0.19,True,53.12,Block
28199,Support,North,Web,ApproveDiscount,11,1,9,Managed,4,91.11,0.174,False,46.55,Block
28200,Manager,South,Partner,ViewLead,6,2,20,Managed,5,81.52,0.421,True,44.01,Block
28201,Sales Rep,North,Web,EditLead,14,0,12,BYOD,3,84.75,0.348,False,42.97,Block
28202,Admin,North,Campaign,ViewLead,3,0,7,Managed,4,97.07,0.088,True,62.77,Review
28203,Analyst,North,Email,EditLead,5,0,9,Managed,1,66.7,0.554,False,33.51,Block
28204,Support,South,Web,EditLead,10,1,6,Managed,5,92.45,0.123,False,47.29,Block
28205,Sales Rep,West,Campaign,CreateOpportunity,8,0,13,Managed,5,75.4,0.201,True,51.36,Block
28206,Support,South,Email,ApproveDiscount,8,0,11,Managed,5,80.84,0.319,False,40.31,Block
28207,Sales Rep,West,Campaign,EditLead,5,0,17,BYOD,3,100.0,0.123,False,53.92,Block
28208,Sales Rep,East,Email,ApproveDiscount,2,2,22,Managed,4,87.24,0.7,False,30.04,Block
28209,Manager,North,Referral,CreateOpportunity,7,0,11,Managed,1,96.17,0.159,True,63.68,Review
28210,Analyst,North,Email,CreateOpportunity,5,0,20,Managed,4,81.88,0.071,True,57.89,Block
28211,Sales Rep,South,Partner,ViewLead,9,0,17,Managed,1,73.15,0.081,True,57.58,Block
28212,Sales Rep,West,Campaign,ExportCRM,5,0,17,Managed,5,97.81,0.213,False,48.91,Block
28213,Analyst,South,Email,CreateOpportunity,6,1,10,Managed,3,78.55,0.303,True,49.93,Block
28214,Manager,West,Partner,EditLead,3,0,18,Managed,3,86.84,0.176,True,57.99,Block
28215,Sales Rep,North,Referral,CreateOpportunity,6,1,22,Managed,2,78.9,0.492,True,46.32,Block
28216,Sales Rep,West,Web,ViewLead,4,0,7,Managed,3,96.25,0.152,True,61.9,Review
28217,Support,South,Referral,EditLead,7,0,11,Managed,5,89.46,0.142,False,47.76,Block
28218,Support,North,Referral,EditLead,9,1,16,Managed,2,70.22,0.177,False,41.16,Block
28219,Sales Rep,South,Partner,EditLead,7,0,18,Managed,2,83.72,0.055,False,50.92,Block
28220,Support,West,Web,ViewLead,5,0,22,Managed,2,71.39,0.073,True,56.17,Block
28221,Support,North,Web,ViewLead,4,0,8,BYOD,2,93.81,0.141,True,62.32,Review
28222,Support,West,Partner,ApproveDiscount,3,0,15,Managed,1,88.46,0.368,False,45.76,Block
28223,Sales Rep,South,Campaign,EditLead,10,0,16,Managed,5,70.97,0.153,False,41.01,Block
28224,Sales Rep,South,Email,EditLead,3,0,8,Managed,5,82.91,0.172,False,44.73,Block
28225,Manager,West,Partner,ViewLead,6,1,15,BYOD,4,75.65,0.236,True,49.58,Block
28226,Support,West,Campaign,ViewLead,5,0,21,Managed,5,81.43,0.141,True,54.97,Block
28227,Analyst,North,Referral,CreateOpportunity,9,1,13,Managed,1,79.92,0.258,True,53.52,Block
28228,Manager,North,Email,DeleteLead,8,1,7,Managed,2,90.08,0.42,False,42.04,Block
28229,Sales Rep,East,Partner,EditLead,10,1,11,Managed,4,85.66,0.19,False,44.24,Block
28230,Manager,South,Partner,ViewLead,8,1,7,BYOD,5,95.41,0.365,True,52.27,Block
28231,Manager,North,Campaign,ViewLead,6,0,11,Managed,5,72.4,0.318,True,47.38,Block
28232,Analyst,East,Partner,ViewLead,2,0,19,Managed,2,94.7,0.098,True,63.7,Review
28233,Sales Rep,West,Web,ViewLead,6,0,7,Managed,1,78.22,0.093,True,59.05,Review
28234,Support,West,Email,ViewLead,3,1,16,Managed,3,76.11,0.245,True,50.52,Block
28235,Analyst,East,Email,EditLead,5,0,6,Managed,3,93.16,0.153,False,50.77,Block
28236,Sales Rep,East,Partner,ViewLead,4,2,16,Managed,3,85.91,0.346,True,49.43,Block
28237,Support,East,Web,ViewLead,3,0,18,Managed,5,70.67,0.02,True,54.24,Block
28238,Manager,South,Referral,ViewLead,10,0,8,Managed,4,92.17,0.107,True,60.59,Review
28239,Support,North,Partner,ViewLead,4,0,18,BYOD,1,61.34,0.249,True,49.25,Block
28240,Sales Rep,South,Email,EditLead,4,0,17,Managed,2,87.62,0.387,False,43.98,Block
28241,Manager,East,Web,ViewLead,7,1,11,BYOD,2,76.02,0.297,True,50.19,Block
28242,Analyst,West,Referral,ViewLead,6,1,9,Managed,3,77.99,0.036,True,56.4,Block
28243,Manager,North,Campaign,CreateOpportunity,9,2,16,Managed,3,76.75,0.119,True,51.9,Block
28244,Analyst,East,Email,ViewLead,7,1,17,Managed,3,95.14,0.314,True,55.45,Block
28245,Sales Rep,West,Partner,ExportCRM,8,0,11,Managed,5,95.13,0.203,False,48.22,Block
28246,Admin,East,Web,ApproveDiscount,5,0,18,Managed,5,69.58,0.119,True,51.37,Block
28247,Admin,North,Email,ViewLead,6,0,8,Managed,3,79.58,0.032,True,59.04,Review
28248,Admin,West,Email,ViewLead,10,0,16,BYOD,4,83.44,0.47,True,48.46,Block
28249,Sales Rep,South,Web,CreateOpportunity,7,1,21,Managed,1,96.3,0.123,True,62.63,Review
28250,Sales Rep,East,Campaign,ViewLead,5,0,17,Managed,2,100.0,0.173,True,63.68,Review
28251,Sales Rep,East,Web,ViewLead,13,0,10,BYOD,2,77.77,0.21,True,54.97,Block
28252,Manager,North,Referral,ViewLead,6,1,19,Managed,3,86.23,0.051,True,58.9,Review
28253,Sales Rep,East,Referral,ViewLead,7,0,12,Managed,1,99.49,0.377,True,59.4,Review
28254,Manager,West,Web,CreateOpportunity,4,0,21,BYOD,1,84.97,0.404,True,53.63,Block
28255,Sales Rep,South,Email,ViewLead,8,0,16,Managed,1,68.56,0.206,True,52.86,Block
28256,Support,South,Web,EditLead,9,1,22,Managed,1,77.23,0.152,False,45.23,Block
28257,Manager,East,Referral,ViewLead,6,0,22,BYOD,2,89.24,0.253,True,57.9,Block
28258,Sales Rep,North,Web,ApproveDiscount,2,0,10,Managed,2,72.9,0.147,False,44.83,Block
28259,Support,South,Campaign,CreateOpportunity,8,0,17,Managed,3,67.43,0.206,True,50.44,Block
28260,Sales Rep,West,Referral,CreateOpportunity,8,0,9,Managed,5,99.83,0.082,True,62.9,Review
28261,Admin,North,Web,ExportCRM,6,0,22,Managed,1,71.87,0.057,True,57.73,Block
28262,Support,North,Email,CreateOpportunity,4,2,16,Managed,3,85.41,0.152,True,54.1,Block
28263,Sales Rep,West,Web,ViewLead,2,1,11,Managed,3,74.75,0.132,True,52.88,Block
28264,Analyst,East,Web,ViewLead,8,0,22,BYOD,1,81.65,0.234,True,56.72,Block
28265,Sales Rep,East,Campaign,CreateOpportunity,9,0,22,Managed,5,81.85,0.084,True,56.56,Block
28266,Analyst,East,Partner,CreateOpportunity,7,0,9,Managed,2,81.91,0.034,True,60.81,Review
28267,Manager,East,Referral,ViewLead,6,1,11,Managed,4,66.82,0.134,True,49.04,Block
28268,Admin,West,Campaign,EditLead,2,0,9,Managed,5,76.69,0.492,True,44.55,Block
28269,Sales Rep,South,Web,CreateOpportunity,8,0,8,Managed,1,80.65,0.317,True,54.29,Block
28270,Analyst,East,Partner,ViewLead,8,0,11,Managed,4,66.04,0.391,True,44.35,Block
28271,Sales Rep,East,Campaign,ViewLead,6,1,19,Managed,4,70.15,0.154,True,49.71,Block
28272,Sales Rep,North,Partner,ViewLead,10,0,17,Managed,1,70.21,0.108,True,55.86,Block
28273,Sales Rep,North,Campaign,CreateOpportunity,5,2,7,Managed,5,74.08,0.072,True,50.14,Block
28274,Sales Rep,East,Partner,EditLead,5,1,14,Managed,1,96.63,0.34,False,47.32,Block
28275,Support,West,Email,CreateOpportunity,6,0,15,Managed,3,84.92,0.249,True,55.51,Block
28276,Support,West,Partner,ViewLead,9,2,17,Managed,3,83.27,0.169,True,52.93,Block
28277,Sales Rep,North,Referral,ViewLead,8,0,6,Managed,3,79.46,0.107,True,57.13,Block
28278,Admin,West,Email,ApproveDiscount,6,1,21,BYOD,3,85.26,0.349,True,51.1,Block
28279,Sales Rep,North,Partner,ViewLead,8,0,21,Managed,1,73.25,0.043,True,58.57,Review
28280,Sales Rep,East,Web,ViewLead,8,0,9,Managed,1,79.06,0.103,True,59.09,Review
28281,Admin,North,Referral,ViewLead,5,0,7,BYOD,1,77.0,0.168,True,56.75,Block
28282,Sales Rep,North,Campaign,EditLead,7,0,10,Managed,2,76.4,0.194,False,44.88,Block
28283,Sales Rep,West,Campaign,ApproveDiscount,5,0,21,Managed,3,77.94,0.323,False,41.21,Block
28284,Manager,East,Email,ViewLead,3,0,22,Managed,5,98.24,0.219,True,58.92,Review
28285,Sales Rep,South,Referral,ViewLead,7,0,19,Managed,5,66.61,0.061,True,51.79,Block
